num	app_num	제목	출원인	IPC	CPC
1275	10-2020-0065208	전자 장치 및 사용자 아바타 기반의 이모지 스티커를 생성하는 방법(AN ELECTRONIC DEVICE AND METHOD FOR GENERATING EMOJI STICKER BASED ON USER AVATAR)	SSE	G06T	G06T13/40
1276	10-2020-0065018	모듈러 디스플레이 장치 및 그 제어 방법(MODULAR DISPLAY APPATUS AND METHOD FOR CONTROLLING THEREOF)	SSE	G06F	H04L49/353
1277	10-2021-7035364	재동기화 신호(RSS) 기반 기준 신호 수신 전력(RSRP) 계산(CALCULATION OF A REFERENCE SIGNAL RECEIVED POWER OF A RESYNCHRONISATION SIGNAL IN LTE)	APPLE	H04W	E05B2047/0078
1278	10-2021-7034794	무선 통신 시스템에서 사운딩 참조 신호 송수신 방법 및 장치(METHOD AND APPARATUS FOR TRANSMITTING OR RECEIVING SOUNDING REFERENCE SIGNAL IN WIRELESS COMMUNICATION SYSTEM)	LGE	H04L	H04W52/0287
1279	10-2021-7035991	예상치 못한 위치 통지 생성(GENERATING UNEXPECTED LOCATION NOTIFICATIONS)	APPLE	H04W	H04L51/14
1280	10-2021-7036592	다중 입력 부동 소수점 가산기(MULTI-INPUT FLOATING-POINT ADDER)	GOOGLE	G06F	G06F7/523
1281	10-2021-0155451	가스 검출 장치, 조리 장치 및 그 제어 방법(GAS DETECTING APPARATUS, COOKING APPARATUS AND CONTROLLING METHOD THEREOF)	SSE	F24C	H05B6/6447
1282	10-2021-0137191	표시 장치(DISPLAY APPARATUS)	SSD	G09F	B60R2021/0097
1283	10-2021-0166032	산화물 반도체층의 결정화 방법, 이를 적용한 반도체 장치 및 이의 제조 방법(Crystallization Method for Oxide Semiconductor Layer, Semiconductor Device and Method for Manufacturing the Same, Applying thereof)	LGD	H01L	H01L33/02
1284	10-2021-0068431	양자점 복합체 및 이를 포함하는 전자소자(QUANTUM DOT COMPOSITE AND ELECTRONIC DEVICE INCLUDING THE SAME)	SSE	C09K	C08K2201/011
1285	10-2021-0035562	저항형 마이크로볼로미터를 갖는 하이브리드 가시광선/근적외선 및 장파 적외선 센서(HYBRID VISIBLE/NIR AND LWIR SENSOR WITH RESISTIVE MICROBOLOMETER)	SSE	G01J	H01L2224/3757
1286	10-2020-0063924	전자 장치, 전자 장치에서의 동작 방법 및 비일시적 저장 매체(ELECTRONIC DEVICE, METHOD FOR OPERATION IN THE ELECTRONIC DEVICE AND NON-TRANSITORY STORAGE MEDIUM)	SSE	G06F	G06F3/017
1287	10-2020-0063884	복수의 안테나 모듈을 포함하는 전자 장치 및 그 구동 방법(ELECTRONIC DEVICE WITH A PLURALITY OF ANTENNA MOUDULEA AND A METHOD FOR DRIVING THE SAME)	SSE	H04B	F27B2014/0868
1288	10-2020-0063514	무선으로 전력을 수신하는 전자 장치 및 그 동작 방법(ELECTRONIC DEVICE FOR WIRELESSLY RECEIVING POWER AND METHOD FOR OPERATING THEREOF)	SSE	H02J	H02J50/80
1289	10-2020-0063454	의류 폴딩 머신의 제어방법(METHOD FOR CONTROLLING MACHINE FOR FOLDING CLOTHES)	LGE	D06F	A41H43/02
1290	10-2020-0063441	유기발광 디스플레이 시스템(OLED DISAPLY SYSTEM)	SSE	G09G	G05B2219/25155
1291	10-2020-0063361	인공 지능 연산 반도체 장치 및 이를 포함하는 저장 장치(Artificial intelligence calculation semiconductor device and storage device comprising the same)	SSE	G06F	H01L23/482
1292	10-2020-0063271	마스크 조립체, 마스크 조립체의 제조방법 및 표시 장치의 제조장치(Mask assembly, manufacturing method for the same, apparatus for manufacturing a display device)	SSD	H01L	C23C14/042
1293	10-2020-0063201	게이트 구동 회로를 포함하는 표시 장치(GATE DRIVING CIRCUIT AND DISPLAY DEVICE INCLUDING THE SAME)	SSD	G09G	G09G2230/00
1294	10-2019-7020232	자율주행 차량의 영상 처리 방법(IMAGE PROCESSING METHOD FOR AUTONOMOUS DRIVING VEHICLE)	LGE	G06T	G06T5/001
1295	10-2021-7030799	동적 RLC(RADIO LINK CONTROL) 엔티티 선택을 위한 제어 메시지(CONTROL MESSAGE FOR DYNAMIC RADIO LINK CONTROL (RLC) ENTITY SELECTION)	QLC	H04W	H04L29/08477
1296	10-2021-0162789	비디오 복호화 방법 및 장치, 비디오 부호화 방법 및 장치(A method and an apparatus for video decoding, a method and an apparatus for video encoding)	SSE	H04N	F01D1/30
1297	10-2021-0157359	냉장고(REFRIGERATOR)	SSE	F25D	F25D19/00
1298	10-2021-7038736	레이턴시 고려 사항을 이용한 디스플레이 모드 종속 응답 생성(DISPLAY MODE DEPENDENT RESPONSE GENERATION WITH LATENCY CONSIDERATIONS)	GOOGLE	G06F	G06F3/165
1299	10-2021-0162356	반도체막, 반도체 장치, 및 표시 장치, 모듈 및 전자 기기(SEMICONDUCTOR FILM, SEMICONDUCTOR DEVICE, DISPLAY DEVICE, MODULE, AND ELECTRONIC DEVICE)	SEL	H01L	C08J2361/32
1300	10-2020-0063130	표시 장치(DISPLAY DEVICE)	SSD	G02F	G02F1/136286
1301	10-2020-0063929	3차원 객체에 2차원 객체를 합성하기 위한 전자 장치, 전자 장치의 동작 방법 및 비일시적 저장 매체(ELECTRONIC DEVICE, METHOD FOR OPERATION IN THE ELECTRONIC DEVICE AND NON-TRANSITORY STORAGE MEDIUM FOR COMPOSITING TWO-DIMENSIONAL OBJECTS IN TO TREE-DIMENSION OBJECTS)	SSE	G06T	G06F3/017
1302	10-2020-0063599	반도체 패키지(Semiconductor package)	SSE	H01L	H01L2224/29083
1303	10-2020-0063269	유기금속 화합물 및 이를 포함한 유기 발광 소자(Organometallic compound and organic light emitting device comprising the same)	SSD	C07F	H01L51/0062
1304	10-2020-0063189	이송 복합체 및 이를 포함하는 이송 모듈(TRANSPORT COMPLEX AND TRANSPORT MODULE INCLUDING THE SAME)	SSD	G03F	B31F7/00
1305	10-2020-0062879	표시 장치(DISPLAY DEVICE)	SSD	H01L	H01L51/5237
1306	10-2020-0063636	음향 액츄에이터를 포함하는 전자 장치(ELECTRONIC DEVICE INCUDING ACOUSTIC ACTUATOR)	SSE	H04R	H04N5/642
1307	10-2021-0160937	유기발광 다이오드 표시장치(Organic Light Emitting Diode display device)	LGD	H01L	H01L27/124
1308	10-2020-0063406	전자장치 및 그 제어방법(ELECTRONIC APPARATUS AND THE METHOD THEREOF)	SSE	G06Q	B41J1/12
1309	10-2021-0159417	프로그래머블 로직 디바이스 및 반도체 장치(PROGRAMMABLE LOGIC DEVICE AND SEMICONDUCTOR DEVICE)	SEL	H03K	H03F2203/30138
1310	10-2020-0063787	냉장고(A refrigerator)	LGE	F25D	B01D35/18
1311	10-2020-0063157	표시 장치(DISPLAY DEVICE)	SSD	H01L	H01L27/3276
1312	10-2020-0063087	표시 장치(Display device)	SSD	H01L	H05K7/20963
1313	10-2020-0062577	축합환 화합물을 포함한 발광 소자 및 상기 발광 소자를 포함한 전자 장치(Light emitting device comprising condensed cyclic compound and electronic apparatus comprising the device)	SSD	H01L	H01L51/0071
1314	10-2021-7038745	무선 통신 시스템에서 단말의 채널 상태 정보 보고 방법 및 이를 지원하는 장치(METHOD FOR REPORTING CHANNEL STATE INFORMATION BY TERMINAL IN WIRELESS COMMUNICATION SYSTEM AND DEVICE FOR SUPPORTING SAME)	LGE	H04B	H04B7/0626
1315	10-2020-0138175	표시 장치(DISPLAY DEVICE)	SSD	H01L	B60Q1/387
1316	10-2021-7031783	사용자 장비 능력-기반 전환(USER EQUIPMENT CAPABILITY-BASED TRANSITION BETWEEN BASE STATIONS)	QLC	H04W	H04W36/0055
1317	10-2021-0162733	플렉서블 디스플레이 장치를 구비한 전자 장치(Electronic apparatus having a flexible display)	SSE	G06F	G06F1/1652
1318	10-2020-0063395	의류 처리 장치 및 그 제어 방법(FABRIC TREATING APPARATUS AND METHOD FOR CONTROLLING THE SAME)	SSE	D06F	D06F58/28
1319	10-2020-0063195	표시 패널 및 표시 패널 제조 방법(DISPLAY PANEL AND DISPLAY PANEL MANUFACTURING METHOD)	SSD	H01L	H01L27/32
1320	10-2020-0063045	표시 장치 및 이의 제조 방법(DISPLAY DEVICE AND METHOD OF MANUFACTURING THE SAME)	SSD	H01L	H01L51/5237
1321	10-2021-7038288	비디오 복호화 방법 및 그 장치 및 비디오 부호화 방법 및 그 장치(METHOD AND APPARATUS FOR DECODING VIDEO, AND METHOD AND APPARATUS FOR ENCODING VIDEO)	SSE	H04N	C12Y207/11006
1322	10-2021-7036098	반도체 장치(SEMICONDUCTOR DEVICE)	SEL	H01L	Y10T137/7838
1323	10-2021-0162788	비디오 복호화 방법 및 장치, 비디오 부호화 방법 및 장치(A method and an apparatus for video decoding, a method and an apparatus for video encoding)	SSE	H04N	F01D1/30
1324	10-2020-0063783	냉장고(A refrigerator)	LGE	F25D	B67D1/0895
1325	10-2020-0063888	적외선 센서가 통합된 이미지 센서 및 이를 포함하는 전자 장치(Image Sensor integrated with a infrared sensor and electronic device including the image sensor)	SSE	H01L	H01L27/14678
1326	10-2020-0063268	표시 장치(Display Device)	SSD	H01L	Y10S977/78
1327	10-2021-7037294	크로마 포멧에 기반하여 필터 정보를 시그널링하는 영상 부호화/복호화 방법, 장치 및 비트스트림을 전송하는 방법(IMAGE ENCODING/DECODING METHOD AND DEVICE FOR SIGNALING FILTER INFORMATION ON BASIS OF CHROMA FORMAT, AND METHOD FOR TRANSMITTING BITSTREAM)	LGE	H04N	B62D15/026
1328	10-2020-0063274	엑스선 광전자 분광법을 이용한 그래핀층의 두께 계산방법 및 실리콘 카바이드의 함량 측정 방법(Calculation method of graphene layer and measurement method of silicon carbide content using XPS)	SSE	G01N	C08K3/042
1329	10-2020-0063232	스마트 유모차(Smart stroller)	LGE	B62B	F16B17/004
1330	10-2020-0062644	폴더블 디스플레이 장치, 롤러블 디스플레이 장치, 및 디스플레이 장치(Foldable Display Device, Rollable Display Device, and Display Device)	SSD	H01L	G05B2219/32008
1331	10-2020-0062404	접착력 측정 방법(METHOD OF MEASURING ADHESION FORCE)	SSD	G01N	G01N19/04
1332	10-2020-0062184	전자장치(ELECTRONIC DEVICE)	SSD	G06F	B41J25/18
1333	10-2020-0062722	조리 기기(COOKING APPARATUS)	SSE	H05B	H05B6/6482
1334	10-2020-0062652	헤테로고리 화합물을 포함한 발광 소자 및 상기 발광 소자를 포함한 전자 장치(Light emitting device comprising heterocyclic compound and electronic apparatus comprising the device)	SSD	H01L	H01L51/0071
1335	10-2020-0048882	압축기(A compressor)	LGE	F04C	F04C18/356
1336	10-2020-0063231	스마트 유모차(Smart stroller)	LGE	B62B	G01B2003/1035
1337	10-2020-0063221	마이크로폰의 특성을 보정하는 방법 및 전자 장치(METHOD FOR CALIBRATING THE CHARACTERISTICS OF A MICROPHONE AND ELECTRONIC DEVICE THEREOF)	SSE	H04R	G11B5/5552
1338	10-2020-0062991	공조 시스템 및 그 동작 방법(Air-conditioning system and method for operating the same)	LGE	F24F	B65D2585/6805
1339	10-2020-0062651	마스크 조립체, 마스크 조립체의 제조방법 및 표시 장치의 제조장치(Mask assembly, method for manufacturing a mask assembly and apparatus for manufacturing a display device)	SSD	H01L	C23C14/042
1340	10-2020-0062161	마스크 조립체 및 표시 장치의 제조 방법(MASK ASSEMBLY AND METHOD FOR MANUFACTURING DISPLAY DEVICE)	SSD	H01L	H01J9/142
1341	10-2021-7038670	무선 통신 시스템에서 흐름 제어를 위한 방법 및 장치(METHOD AND APPARATUS FOR FLOW CONTROL IN A WIRELESS COMMUNICATION SYSTEM)	SSE	H04W	H04L47/30
1342	10-2021-0149130	무선통신 시스템에서 복수개의 전송시간단위를 갖는 셀 병합 시 셀 활성화 및 비활성화 방법 및 장치(APPARATUS AND METHOD OF ACTIVATION OR DEACTIVATION IN CELL WHEN MERGING CELLS WHICH HAVE MULTIPLE TRANSMISSION TIME INTERVAL IN WIRELESS COMMUNICATION SYSTEM)	SSE	H04W	H04B7/0408
1343	10-2021-7029859	업링크 송신을 위한 자원 맵핑 및 파형 생성(RESOURCE MAPPING AND WAVEFORM GENERATION FOR UPLINK TRANSMISSION)	QLC	H04W	H04W56/001
1344	10-2021-0060729	헤테로시클릭 화합물 및 이를 포함하는 유기 발광 소자(A heterocyclic compound and organic light emitting device including the same)	SSE	C07F	H01L51/0062
1345	10-2020-0063230	이동 로봇 및 이의 코너 구역 주행 방법(MOVING ROBOT AND METHOD FOR DRIVING IN CORNER AREAS THEREOF)	LGE	B25J	A47L2201/04
1346	10-2020-0063140	롤러블 디스플레이를 구비한 전자 장치(electronic device having a rollable display)	SSE	H04M	G06F3/0481
1347	10-2020-0062580	디스플레이 장치 제조방법 및 제조장치(Display apparatus manufacturing method and manufacturing device)	SSD	H01L	G01N2033/0019
1348	10-2020-0063229	이동 로봇 시스템 및 이동 로봇 시스템의 경계 정보 생성 방법(MOVING ROBOT SYSTEM AND METHOD FOR GENERATING BOUNDARY INFORMATION OF THE SAME)	LGE	B25J	B25J9/1664
1349	10-2020-0063219	로터리 압축기(Rotary Compressor)	LGE	F04C	F04C18/356
1350	10-2021-7031026	다수의 확인응답 송신물들과 업링크 데이터 송신물 간의 충돌들을 핸들링하는 것(HANDLING COLLISIONS BETWEEN MULTIPLE ACKNOWLEDGEMENT TRANSMISSIONS AND AN UPLINK DATA TRANSMISSION)	QLC	H04L	H04W72/14
1351	10-2020-0062529	표시 장치(DISPLAY DEVICE)	SSD	G02F	G02F1/1343
1352	10-2021-0159886	발광 장치(LIGHT-EMITTING DEVICE)	SEL	G09G	H01L27/0629
1353	10-2020-0063276	발광 소자 및 이를 포함하는 광원 모듈(Light emitting device and Light source module including the same)	SSE	H01L	G01J2003/067
1354	10-2021-7035057	숫자 시퀀스에 대한 종단 간 자동 음성 인식(END-TO-END AUTOMATED SPEECH RECOGNITION ON NUMERIC SEQUENCES)	GOOGLE	G10L	G06K9/6293
1355	10-2021-7031787	다중 서브대역 LBT 동작(MULTI-SUB-BAND LBT OPERATION)	QLC	H04W	G06F3/1213
1356	10-2020-0062877	조리기기(COOKING APPLIANCE)	SSE	H05B	H05B6/6414
1357	10-2020-0062837	사용자의 계정을 등록하기 위한 전자 장치(electronic device for registering user's account)	SSE	G06F	G06F3/048
1358	10-2020-0062357	표시 장치 및 표시 장치의 제조 방법(Display device and method of fabricating the same)	SSD	H01L	H01L27/3246
1359	10-2021-7037083	발광 소자, 표시 모듈, 조명 모듈, 발광 장치, 표시 장치, 전자 기기, 및 조명 장치(LIGHT-EMITTING ELEMENT, DISPLAY MODULE, LIGHTING MODULE, LIGHT-EMITTING DEVICE, DISPLAY DEVICE, ELECTRONIC APPLIANCE, AND LIGHTING DEVICE)	SEL	H01L	H01S3/177
1360	10-2020-0113188	무선 통신 네트워크에서 네트워크 데이터 수집 및 분석을 위한 이동성 지원 방법 및 장치(METHOD AND APPARATUS TO SUPPORT MOBILITY FOR NETWORK DATA COLLECTION AND ANALYSIS FUNCTION IN RADIO COMMUNICATION NETWORKS)	SSE	H04W	B01J2219/32244
1361	10-2021-7037665	금속 산화물막, 반도체 장치, 및 표시 장치(METAL OXIDE FILM, SEMICONDUCTOR DEVICE, AND DISPLAY DEVICE)	SEL	C23C	H03K25/02
1362	10-2021-7034615	저조도 환경에서의 노출 변경 제어(EXPOSURE CHANGE CONTROL IN LOW LIGHT ENVIRONMENTS)	GOOGLE	H04N	H04N5/2353
1363	10-2020-0063275	반도체 패키지(Semiconductor package)	SSE	H01L	H01L23/4951
1364	10-2020-0063235	시트부 및 이를 포함하는 스마트 유모차(Seat part and mart stroller include the same)	LGE	B62B	B60N2/3086
1365	10-2020-0063205	충전을 제어하는 방법 및 장치(METHOD AND DEVICE FOR CONTROLLING CHARGING A BATTERY)	SSE	H02J	B63B5/12
1366	10-2020-0062185	표시장치(DISPLAY DEVICE)	SSD	G06F	G06F3/044
1367	10-2021-7038093	부호화 모드 결정방법 및 장치, 오디오 부호화방법 및 장치와, 오디오 복호화방법 및 장치(CODING MODE DETERMINATION METHOD AND APPARATUS, AUDIO ENCODING METHOD AND APPARATUS, AND AUDIO DECODING METHOD AND APPARATUS)	SSE	G10L	G10L19/005
1368	10-2021-7030183	구성된 그랜트 업링크 통신을 위한 시작 오프셋 구성(CONFIGURING A STARTING OFFSET FOR A CONFIGURED GRANT UPLINK COMMUNICATION)	QLC	H04W	B60K2370/66
1369	10-2020-0063233	카트부(Cart part)	LGE	B62B	G11B3/08535
1370	10-2020-0063113	무선 통신을 위한 전자 장치 및 전자 장치에서의 동작 방법(ELECTRONIC DEVICE FOR WIRELESS COMMUNICATION AND METHOD FOR OPERATION IN THE ELECTRONIC DEVICE FOR WIRELESS COMMUNICATION)	SSE	H04W	H04Q2213/16
1371	10-2021-7037578	다중 입력 모드에 대한 입력 모드 통지(INPUT-MODE NOTIFICATION FOR A MULTI-INPUT NODE)	GOOGLE	G06F	G06F3/01
1372	10-2020-0062783	완전 대칭성을 가지는 3차원 적층 병렬-병렬 전력 결합기 및 이를 포함하는 통신 시스템(THREE-DIMENSIONAL STACKED PARALLEL-PARALLEL POWER COMBINER WITH FULLY SYMMETRICAL STRUCTURE AND COMMUNICATION SYSTEM INCLUDING THE SAME)	SSE	H01F	Y10S72/713
1373	10-2020-0062643	헤테로시클릭 화합물 및 이를 포함하는 유기 발광 소자(A heterocyclic compound and organic light-emitting device comprising the same)	SSD	H01L	H01L51/0062
1374	10-2020-0122008	의류 홀더 및 이를 포함하는 의류관리기(CLOTHES HOLDER AND CLOTHES CARE APPARATUS HAVING THE SAME)	SSE	D06F	A45D2008/00
1375	10-2020-0104478	기판 처리 방법 및 이를 수행하기 위한 장치(METHOD OF PROCESSING A SUBSTRATE AND APPARATUS FOR PERFORMING THE SAME)	SSE	H01L	B01F13/0074
1376	10-2020-0063218	지지장치 및 이를 포함하는 의류처리장치(SUPPORTING APPARATUS AND LAUNDRY TREATING APPARATUS INCLUDING THE SAME)	LGE	D06F	A47C1/0305
1377	10-2020-0063068	가습청정장치(apparatus for both humidification and air cleaning)	LGE	F24F	B01D24/4807
1378	10-2020-0062718	표시 장치(DISPLAY DEVICE)	LGD	H01L	H01L27/3248
1379	10-2020-0062552	의류 폴딩 머신 및 의류 폴딩 머신의 제어방법(FOLDING MACHINE FOR CLOTHES AND A METHOD FOR CONTROLLING THEREOF)	LGE	D06F	A41H43/02
1380	10-2020-0062192	라인 식별자를 갖는 반도체 소자들(SEMICONDUCTOR DEVICES INCLUDING LINE IDENTIFIER)	SSE	H01L	H04L47/19
1381	10-2020-0062394	의류 폴딩 머신의 제어방법(METHOD FOR CONTROLLING MACHINE FOR FOLDING CLOTHES)	LGE	D06F	B65H43/06
1382	10-2020-0058884	헤어 드라이어(HAIR DRYER)	LGE	A45D	B23D2277/32
1383	10-2020-0062581	발광 소자, 광원 모듈 및 발광 소자 제조 방법(LIGHT EMITTING DEVICE, LIGHT SOURCE MODULE AND METHOD FOR MANUFACTURING LIGHT EMITTING DEVICE)	SSE	H01L	H01J17/183
1384	10-2020-0062401	전자 장치 및 스트랩 장치(ELECTRONIC DEVICE AND STRAP APPARATUS)	SSE	A44B	E03C1/28
1385	10-2021-7035200	전자 디바이스를 위한 회전 입력 메커니즘(ROTARY INPUT MECHANISM FOR AN ELECTRONIC DEVICE)	APPLE	G04C	F16J2015/0818
1386	10-2021-7038256	NR V2X에서 SL 슬롯과 관련된 정보를 전송하는 방법 및 장치(METHOD AND DEVICE FOR TRANSMITTING INFORMATION RELATED TO SL SLOT IN NR V2X)	LGE	H04W	H04W74/002
1387	10-2021-7032757	화상 검색 시스템 및 화상 검색 방법(IMAGE SEARCH SYSTEM AND IMAGE SEARCH METHOD)	SEL	G06F	H04L29/08396
1388	10-2021-7034666	고운 결로 피부 텍스처를 향상시키는 안면 유연화 시스템 및 방법(METHOD AND ELECTRONIC DEVICE FOR PROCESSING FACIAL IMAGES)	SSE	G06T	H04N19/63
1389	10-2021-0160716	주변 움직임 정보를 이용하여 움직임 정보를 부호화 및 복호화하는 장치, 및 방법(APPARATUS AND METHOD FOR ENCODING AND DECODING MOTION INFORMATION BY USING NEIGHBORING MOTION INFORMATION)	SSE	H04N	B28B11/163
1390	10-2021-0146766	보조력 설정 방법 및 장치(METHOD AND APPARATUS FOR SETTING ASSISTANT TORQUE)	SSE	A61F	C07C43/1782
1391	10-2020-0062450	어텐션 기반 시퀀스 투 시퀀스 모델의 성능 향상 방법 및 장치(METHOD AND APPARATUS FOR IMPROVING QUALITY OF ATTENTION BASED SEQUENCE-TO-SEQUENCE MODEL)	SSE	G06N	G10L15/16
1392	10-2020-0062210	서버, 시스템 및 그 동작방법(SERVER, SYSTEM AND METHOD THEREOF)	LGE	H04N	A23V2250/6418
1393	10-2021-0032727	태양 방사선의 영향을 제거하는 효과가 있는 스크린에 가상 이미지를 투영하는 시스템(SYSTEM OF VIRTUAL IMAGE PROJECTIION ON SCREEN WITH EFFECT OF ELIMINATING INFLUENCE OF SOLAR RADIATION)	SSE	G03B	Y10S2/04
1394	10-2020-0062599	V2X 시스템에서 단말 간 협력을 통한 자원 할당 방법 및 장치(A METHOD AND AN APPARATUS FOR RESOURCE ALLOCATION BY INTER-UE COORDINATION IN VEHICLE-TO-EVERYTHING)	SSE	H04W	B62B1/206
1395	10-2020-0062579	출력 전력 조절 범위를 선택하는 RF 송신기 및 이를 포함하는 무선 통신 장치(A RADIO FREQUENCY TRANSMITTER CONFIGURED TO SELECT OUTPUT POWER CONTROL RANGE AND AN WIRELESS COMMUNICATION DEVICE INCLUDING THE SAME)	SSE	H04B	H03G3/30
1396	10-2020-0062499	네트워크 에너지 최적화를 위한 전력 제어 방법 및 장치(METHOD AND APPARATUS FOR POWER CONTROLLING FOR NETWORK ENERGY OPTIMIZATION)	SSE	H04W	C07C55/28
